2023-03-21 16:19:20\t404\tGET /login/oauth2/code/kakao?code=LcqpTnJEk9kH1YTamR2FgWgmVKew0Za59alfdrZE57hneQGp0UGPhb82JA2cSnhgI3UowAoqJVMAAAGHAwlRPg&state=g_psXbIxdmbePSQNyve7J6cBNitVSm4qKeeGT5vkSpw%3D HTTP/1.1\tMozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Whale/3.19.166.16 Safari/537.36\t-\t0:0:0:0:0:0:0:1\t682
2023-03-21 16:19:45\t404\tGET /login/oauth2/code/kakao?code=xqGzu3EYhI0BfcOHA3oIIpZhjojom_nTs0wvcxs0gLGNsgMP8EsiUQsSJkSHJrV6S5cANwoqJVMAAAGHAwmx1w&state=g_psXbIxdmbePSQNyve7J6cBNitVSm4qKeeGT5vkSpw%3D HTTP/1.1\tMozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Whale/3.19.166.16 Safari/537.36\t-\t0:0:0:0:0:0:0:1\t682
2023-03-21 16:19:55\t404\tGET /login/oauth2/code/kakao?code=xqGzu3EYhI0BfcOHA3oIIpZhjojom_nTs0wvcxs0gLGNsgMP8EsiUQsSJkSHJrV6S5cANwoqJVMAAAGHAwmx1w&state=g_psXbIxdmbePSQNyve7J6cBNitVSm4qKeeGT5vkSpw%3D HTTP/1.1\tMozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Whale/3.19.166.16 Safari/537.36\t-\t0:0:0:0:0:0:0:1\t682
2023-03-21 16:20:07\t404\tGET /login/oauth2/code/kakao?code=sIdey2Cc5NSkYrjaSDbUu-H2o-m955lQtl4zd_0SPxWvJ3_vOMRrebq5t1WDmOoK_cvFNgoqJVMAAAGHAwoIAQ&state=g_psXbIxdmbePSQNyve7J6cBNitVSm4qKeeGT5vkSpw%3D HTTP/1.1\tMozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Whale/3.19.166.16 Safari/537.36\t-\t0:0:0:0:0:0:0:1\t682
2023-03-21 16:20:23\t404\tGET /login/oauth2/code/kakao?code=Z5eR5Z7rUf0DtglLjTXhMOKllyi6sKnz5gUC_ZW1oqWXZbxy6dwEublSjwsdlRcq3eX4fAoqJVMAAAGHAwpGww&state=g_psXbIxdmbePSQNyve7J6cBNitVSm4qKeeGT5vkSpw%3D HTTP/1.1\tMozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Whale/3.19.166.16 Safari/537.36\t-\t0:0:0:0:0:0:0:1\t682
2023-03-21 16:22:44\t500\tGET /api/login/oauth2/code/kakao?code=Z5eR5Z7rUf0DtglLjTXhMOKllyi6sKnz5gUC_ZW1oqWXZbxy6dwEublSjwsdlRcq3eX4fAoqJVMAAAGHAwpGww&state=g_psXbIxdmbePSQNyve7J6cBNitVSm4qKeeGT5vkSpw%3D HTTP/1.1\tMozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Whale/3.19.166.16 Safari/537.36\t-\t0:0:0:0:0:0:0:1\t89
2023-03-21 16:23:15\t302\tGET /api/oauth2/authorization/kakao HTTP/1.1\tMozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Whale/3.19.166.16 Safari/537.36\t-\t0:0:0:0:0:0:0:1\t-
2023-03-21 16:23:24\t302\tGET /api/oauth2/authorization/kakao HTTP/1.1\tMozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Whale/3.19.166.16 Safari/537.36\t-\t0:0:0:0:0:0:0:1\t-
2023-03-21 16:23:43\t302\tGET /api/oauth2/authorization/kakao HTTP/1.1\tMozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Whale/3.19.166.16 Safari/537.36\t-\t0:0:0:0:0:0:0:1\t-
2023-03-21 16:24:21\t302\tGET /api/oauth2/authorization/kakao HTTP/1.1\tMozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Whale/3.19.166.16 Safari/537.36\t-\t0:0:0:0:0:0:0:1\t-
2023-03-21 16:24:47\t302\tGET /api/oauth2/authorization/kakao HTTP/1.1\tMozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36\t-\t0:0:0:0:0:0:0:1\t-
2023-03-21 16:25:31\t500\tGET /api/login/oauth2/code/kakao?code=M0jHO9yagrFsYovpyMS7lp35UhPf1747v2Tu2p8mwRv6HcsO5XTyzSj4x3T_NovQNPm90woqJREAAAGHAw749A&state=lz8x7HWTasQNQKaGPLnSGOVsFx5qteM5R6If3AAleTA%3D HTTP/1.1\tMozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36\t-\t0:0:0:0:0:0:0:1\t89
2023-03-21 16:25:32\t404\tGET /favicon.ico HTTP/1.1\tMozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36\thttp://localhost:8081/api/login/oauth2/code/kakao?code=M0jHO9yagrFsYovpyMS7lp35UhPf1747v2Tu2p8mwRv6HcsO5XTyzSj4x3T_NovQNPm90woqJREAAAGHAw749A&state=lz8x7HWTasQNQKaGPLnSGOVsFx5qteM5R6If3AAleTA%3D\t0:0:0:0:0:0:0:1\t682
2023-03-21 16:25:32\t302\tGET /api/login/oauth2/code/kakao?code=M0jHO9yagrFsYovpyMS7lp35UhPf1747v2Tu2p8mwRv6HcsO5XTyzSj4x3T_NovQNPm90woqJREAAAGHAw749A&state=lz8x7HWTasQNQKaGPLnSGOVsFx5qteM5R6If3AAleTA%3D HTTP/1.1\tMozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36\t-\t0:0:0:0:0:0:0:1\t-
2023-03-21 16:25:32\t200\tGET /api/login?error HTTP/1.1\tMozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36\t-\t0:0:0:0:0:0:0:1\t937
2023-03-21 16:25:37\t302\tGET /api/oauth2/authorization/kakao HTTP/1.1\tMozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36\thttp://localhost:8081/api/login?error\t0:0:0:0:0:0:0:1\t-
2023-03-21 16:25:37\t500\tGET /api/login/oauth2/code/kakao?code=0B6Yq1xfCiuxALQYiuzs-R-rFuyZYoXH4bDsccmPvIhub0lbcOgJJ3YN9MTAqondxFGNuwoqJREAAAGHAw8Qmg&state=wQuXz1sjI0oMejxV0J0mHgDN7JrvHp2OACcwriXEwTg%3D HTTP/1.1\tMozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36\thttp://localhost:8081/\t0:0:0:0:0:0:0:1\t89
2023-03-21 16:25:38\t200\tGET /api/login?error HTTP/1.1\tMozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36\t-\t0:0:0:0:0:0:0:1\t937
2023-03-21 16:25:53\t302\tGET /api/oauth2/authorization/kakao HTTP/1.1\tMozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36\t-\t0:0:0:0:0:0:0:1\t-
2023-03-21 16:25:53\t500\tGET /api/login/oauth2/code/kakao?code=TrpuR1cnzofJc2LFkmAo7FlNne2XrCiNY7pgvGm-NczKZH_DOHVtm_ukBREiW043ho4sMwoqJREAAAGHAw9PgA&state=qgA3IZsy6jwqeld8_YTS7EXhjVemayZSOQ6hY0-1a80%3D HTTP/1.1\tMozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36\t-\t0:0:0:0:0:0:0:1\t89
2023-03-21 16:25:57\t302\tGET /api/login/oauth2/code/kakao?code=TrpuR1cnzofJc2LFkmAo7FlNne2XrCiNY7pgvGm-NczKZH_DOHVtm_ukBREiW043ho4sMwoqJREAAAGHAw9PgA&state=qgA3IZsy6jwqeld8_YTS7EXhjVemayZSOQ6hY0-1a80%3D HTTP/1.1\tMozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36\t-\t0:0:0:0:0:0:0:1\t-
2023-03-21 16:25:57\t200\tGET /api/login?error HTTP/1.1\tMozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36\t-\t0:0:0:0:0:0:0:1\t937
2023-03-21 16:26:09\t302\tGET /api/oauth2/authorization/kakao HTTP/1.1\tMozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36\t-\t0:0:0:0:0:0:0:1\t-
2023-03-21 16:26:09\t500\tGET /api/login/oauth2/code/kakao?code=GwsQA47XFmbWHUJymsAV4ynXyc4qADt1HZ6TYuQjgLw-r-dOwRqrFFfwp-AwVXcOjy-0ngoqJREAAAGHAw-MMw&state=9IfpznGJ5hdnyIStVzikPousPdeF-sOntFVhEceHZdw%3D HTTP/1.1\tMozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36\t-\t0:0:0:0:0:0:0:1\t89
